event_id,n_documents,n_filings,n_amendment_filings,n_initial_filings,has_amendment,forms,form_families,primary_form_family,entity_names,primary_entity,ciks,primary_cik,tickers,first_file_date,last_file_date,event_span_days,n_exhibits,n_primary_docs
333-285678,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Airship AI Holdings, Inc.']","Airship AI Holdings, Inc.",['0001842566'],0001842566,['AISP' 'AISPW'],2025-04-23,2025-04-23,0,0,1
333-285703,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Xilio Therapeutics, Inc.']","Xilio Therapeutics, Inc.",['0001840233'],0001840233,['XLO'],2025-06-02,2025-06-03,1,0,2
333-285707,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Rocket Lab USA, Inc.' 'Rocket Lab Corp']","Rocket Lab USA, Inc.",['0001819994'],0001819994,['RKLB'],2025-03-11,2025-09-15,188,0,2
333-285714,7,1,0,1,False,['S-4'],['registration_exchange_merger'],registration_exchange_merger,"['DORCHESTER MINERALS, L.P.']","DORCHESTER MINERALS, L.P.",['0001172358'],0001172358,['DMLP'],2025-03-11,2025-03-11,0,6,1
333-285720,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['NORDIC AMERICAN TANKERS Ltd'],NORDIC AMERICAN TANKERS Ltd,['0001000177'],0001000177,['NAT'],2025-04-02,2025-04-02,0,0,1
333-285721,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['WinVest'],WinVest,['0001854463' '0002036162' '0002038123'],0001854463,[],2025-04-02,2025-04-02,0,0,1
333-285728,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['DevvStream Corp.'],DevvStream Corp.,['0001854480'],0001854480,['DEVS'],2025-03-17,2025-03-17,0,0,1
333-285744,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Comstock Inc.'],Comstock Inc.,['0001120970'],0001120970,['LODE'],2025-08-12,2025-08-13,1,0,2
333-285755,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Femto Technologies Inc.'],Femto Technologies Inc.,['0001888151'],0001888151,['FMTO'],2025-04-09,2025-04-09,0,0,1
333-285778,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Evaxion Biotech A/S'],Evaxion Biotech A/S,['0001828253'],0001828253,['EVAX'],2025-03-26,2025-03-26,0,0,1
333-285815,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Avidia Bancorp, Inc.']","Avidia Bancorp, Inc.",['0002058758'],0002058758,['AVBC'],2025-05-21,2025-05-21,0,0,2
333-285820,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['SOS Ltd'],SOS Ltd,['0001346610'],0001346610,['SOS'],2025-07-31,2025-07-31,0,0,1
333-285821,3,3,0,3,False,['424B3' '425'],['business_combination_comms' 'prospectus_supplement'],mixed,['Polibeli Group Ltd'],Polibeli Group Ltd,['0002016420' '0002035697'],0002016420,['PLBL'],2025-04-03,2025-05-16,43,0,3
333-285821-01,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Chenghe Acquisition II Co.'],Chenghe Acquisition II Co.,['0002016420'],0002016420,['CHEB' 'CHEB-UN' 'CHEB-WT'],2025-04-03,2025-04-03,0,0,1
333-285832,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['COFFEE HOLDING CO INC'],COFFEE HOLDING CO INC,['0001007019'],0001007019,['JVA'],2025-04-04,2025-04-04,0,0,1
333-285836,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Lake Shore Bancorp, Inc. /MD/']","Lake Shore Bancorp, Inc. /MD/",['0002059653'],0002059653,[],2025-05-23,2025-05-23,0,0,2
333-285839,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Sizzle Acquisition Corp. II'],Sizzle Acquisition Corp. II,['0002030663'],0002030663,['SZZL'],2025-04-02,2025-04-02,0,0,1
333-285840,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Finance of America Companies Inc.'],Finance of America Companies Inc.,['0001828937'],0001828937,['FOA' 'FOACW'],2025-04-08,2025-04-08,0,0,1
333-285858,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Xdata Group'],Xdata Group,['0002038688'],0002038688,['XDT'],2025-04-04,2025-04-04,0,0,1
333-285874,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Uni-Fuels Holdings Ltd'],Uni-Fuels Holdings Ltd,['0002021688'],0002021688,['UFG'],2025-03-25,2025-03-25,0,0,1
333-285881,41,7,5,2,True,['424B3' 'S-4' 'S-4/A'],['prospectus_supplement' 'registration_exchange_merger'],mixed,"['Ikena Oncology, Inc.']","Ikena Oncology, Inc.",['0001835579'],0001835579,['IKNA'],2025-03-18,2025-06-11,85,34,7
333-285895,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Lincoln Partners Group Royalty Fund'],Lincoln Partners Group Royalty Fund,['0002054995'],0002054995,[],2025-09-24,2025-09-24,0,0,1
333-285896,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Lincoln Bain Capital Total Credit Fund'],Lincoln Bain Capital Total Credit Fund,['0002054992'],0002054992,[],2025-09-15,2025-09-15,0,0,1
333-285912,24,3,2,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['HERC HOLDINGS INC'],HERC HOLDINGS INC,['0001364479'],0001364479,['HRI'],2025-03-19,2025-05-08,50,21,3
333-285914,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Jasper Therapeutics, Inc.']","Jasper Therapeutics, Inc.",['0001788028'],0001788028,['JSPR' 'JSPRW'],2025-09-18,2025-09-19,1,0,2
333-285928,2,2,0,2,False,['424B2' '424B3'],['prospectus_supplement'],prospectus_supplement,['Nuveen Credit Strategies Income Fund'],Nuveen Credit Strategies Income Fund,['0001227476'],0001227476,['JQC' 'JQC-RI' 'JQC-RW'],2025-03-20,2025-04-07,18,0,2
333-285969,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Vor Biopharma Inc.'],Vor Biopharma Inc.,['0001817229'],0001817229,['VOR'],2025-08-27,2025-11-12,77,0,3
333-285970,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['ASSEMBLY BIOSCIENCES, INC.']","ASSEMBLY BIOSCIENCES, INC.",['0001426800'],0001426800,['ASMB'],2025-08-11,2025-08-11,0,0,2
333-285985,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Senti Biosciences, Inc.']","Senti Biosciences, Inc.",['0001854270'],0001854270,['SNTI'],2025-03-31,2025-03-31,0,0,1
333-285996,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['WESTERN ASSET HIGH INCOME FUND II INC.'],WESTERN ASSET HIGH INCOME FUND II INC.,['0001058239'],0001058239,['HIX'],2025-09-26,2025-09-26,0,0,1
333-286005,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Tenaya Therapeutics, Inc.']","Tenaya Therapeutics, Inc.",['0001858848'],0001858848,['TNYA'],2025-12-11,2025-12-12,1,0,2
333-286012,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Targa Resources Corp.'],Targa Resources Corp.,"['0001347218' '0001379660' '0001379661' '0001389160' '0001389161'
 '0001389167' '0001389170' '0001416675' '0001915219']",0001347218,['TRGP'],2025-06-04,2025-11-10,159,0,4
333-286021,66,34,4,30,True,['424B3' '425' 'S-4' 'S-4/A'],"['business_combination_comms' 'prospectus_supplement'
 'registration_exchange_merger']",mixed,['GrabAGun Digital Holdings Inc.'],GrabAGun Digital Holdings Inc.,['0002051380' '0002060559'],0002051380,['PEW'],2025-03-21,2025-07-14,115,32,34
333-286025,2,2,0,2,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,"['BlackRock, Inc.']","BlackRock, Inc.",['0001364742' '0002012383'],0001364742,['BLK'],2025-03-24,2025-03-27,3,0,2
333-286028,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['BLACKROCK Ltd DURATION INCOME TRUST'],BLACKROCK Ltd DURATION INCOME TRUST,['0001233681'],0001233681,['BLW'],2025-08-13,2025-08-15,2,0,2
333-286043,48,5,3,2,True,['424B3' 'S-4' 'S-4/A'],['prospectus_supplement' 'registration_exchange_merger'],mixed,"['Yukon New Parent, Inc.']","Yukon New Parent, Inc.",['0002051820'],0002051820,['MLCI'],2025-03-24,2025-07-11,109,39,5
333-286047,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Incannex Healthcare Inc.'],Incannex Healthcare Inc.,['0001873875'],0001873875,['IXHL'],2025-04-28,2025-04-28,0,0,1
333-286052,18,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['BERKSHIRE HILLS BANCORP INC'],BERKSHIRE HILLS BANCORP INC,['0001108134'],0001108134,['BHLB'],2025-03-24,2025-04-04,11,16,2
333-286057,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Neurogene Inc.'],Neurogene Inc.,['0001404644'],0001404644,['NGNE'],2025-08-11,2025-08-11,0,0,1
333-286058,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Clene Inc.'],Clene Inc.,['0001822791'],0001822791,['CLNN' 'CLNNW'],2025-04-28,2025-04-28,0,0,1
333-286070,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['DevvStream Corp.'],DevvStream Corp.,['0001854480'],0001854480,['DEVS'],2025-07-11,2025-07-11,0,0,1
333-286083,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Bolt Projects Holdings, Inc.']","Bolt Projects Holdings, Inc.",['0001841125'],0001841125,['BSLK' 'BSLKW'],2025-04-04,2025-04-04,0,0,1
333-286098,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['SEALSQ Corp'],SEALSQ Corp,['0001951222'],0001951222,['LAES'],2025-05-06,2025-10-16,163,0,5
333-286101,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Oatly Group AB'],Oatly Group AB,['0001843586'],0001843586,['OTLY'],2025-05-15,2025-05-15,0,0,1
333-286145,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['AirJoule Technologies Corp.'],AirJoule Technologies Corp.,['0001855474'],0001855474,['AIRJ' 'AIRJW'],2025-05-05,2025-05-05,0,0,1
333-286151,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Immatics N.V.'],Immatics N.V.,['0001809196'],0001809196,['IMTX'],2025-12-05,2025-12-05,0,0,2
333-286174,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Allot Ltd.'],Allot Ltd.,['0001365767'],0001365767,['ALLT'],2025-06-24,2025-06-25,1,0,2
333-286178,20,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['ALUMIS INC.'],ALUMIS INC.,['0001847367'],0001847367,['ALMS'],2025-03-27,2025-04-02,6,18,2
333-286180,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Kyverna Therapeutics, Inc.']","Kyverna Therapeutics, Inc.",['0001994702'],0001994702,['KYTX'],2025-12-15,2025-12-18,3,0,2
333-286199,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['LIPELLA PHARMACEUTICALS INC.'],LIPELLA PHARMACEUTICALS INC.,['0001347242'],0001347242,['LIPO'],2025-04-04,2025-04-04,0,0,1
333-286201,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['ACTUATE THERAPEUTICS, INC.']","ACTUATE THERAPEUTICS, INC.",['0001652935'],0001652935,['ACTU'],2025-04-16,2025-04-16,0,0,1
333-286217,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Longeveron Inc.'],Longeveron Inc.,['0001721484'],0001721484,['LGVN'],2025-09-19,2025-09-19,0,0,1
333-286226,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Forte Biosciences, Inc.']","Forte Biosciences, Inc.",['0001419041'],0001419041,['FBRX'],2025-06-24,2025-06-25,1,0,2
333-286231,1,1,0,1,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['RARE ELEMENT RESOURCES LTD'],RARE ELEMENT RESOURCES LTD,['0001419806'],0001419806,['REEMF'],2025-04-15,2025-04-15,0,0,1
333-286233,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['New Horizon Aircraft Ltd.'],New Horizon Aircraft Ltd.,['0001930021'],0001930021,['HOVR' 'HOVRW'],2025-04-04,2025-04-04,0,0,1
333-286234,12,1,0,1,False,['S-4'],['registration_exchange_merger'],registration_exchange_merger,"['HA Sustainable Infrastructure Capital, Inc.']","HA Sustainable Infrastructure Capital, Inc.","['0001561894' '0002031087' '0002031088' '0002031100' '0002031106'
 '0002031319' '0002031320']",0001561894,['HASI'],2025-03-28,2025-03-28,0,11,1
333-286240,3,3,0,3,False,['424B2' '424B3'],['prospectus_supplement'],prospectus_supplement,"['GOLUB CAPITAL BDC, Inc.']","GOLUB CAPITAL BDC, Inc.",['0001476765'],0001476765,['GBDC'],2025-05-16,2025-09-23,130,0,3
333-286241,18,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,"['Getty Images Holdings, Inc.']","Getty Images Holdings, Inc.",['0001898496'],0001898496,['GETY'],2025-03-31,2025-04-28,28,16,2
333-286273,13,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['PLUMAS BANCORP'],PLUMAS BANCORP,['0001168455'],0001168455,['PLBC'],2025-03-31,2025-04-09,9,11,2
333-286278,9,2,0,2,False,['424B3' 'S-4'],['prospectus_supplement' 'registration_exchange_merger'],mixed,['PROKIDNEY CORP.'],PROKIDNEY CORP.,['0001850270'],0001850270,['PROK'],2025-03-31,2025-04-28,28,7,2
333-286281,2,2,0,2,False,['424B2' '424B3'],['prospectus_supplement'],prospectus_supplement,['DENTSPLY SIRONA Inc.'],DENTSPLY SIRONA Inc.,['0000818479'],0000818479,['XRAY'],2025-06-03,2025-06-09,6,0,2
333-286294,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Fold Holdings, Inc.']","Fold Holdings, Inc.",['0001889123'],0001889123,['FLD' 'FLDDW'],2025-04-11,2025-06-17,67,0,2
333-286319,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['AIM ImmunoTech Inc.'],AIM ImmunoTech Inc.,['0000946644'],0000946644,['AIM' 'AIMI'],2025-10-30,2025-10-30,0,0,1
333-286323,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['ODYSSEY MARINE EXPLORATION INC'],ODYSSEY MARINE EXPLORATION INC,['0000798528'],0000798528,['OMEX'],2025-04-25,2025-04-25,0,0,1
333-286327,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Trump Media & Technology Group Corp.'],Trump Media & Technology Group Corp.,['0001849635'],0001849635,['DJT' 'DJTWW'],2025-04-11,2025-04-11,0,0,1
333-286328,22,1,0,1,False,['S-4'],['registration_exchange_merger'],registration_exchange_merger,['JERSEY CENTRAL POWER & LIGHT CO'],JERSEY CENTRAL POWER & LIGHT CO,['0000053456'],0000053456,[],2025-04-01,2025-04-01,0,21,1
333-286342,11,1,0,1,False,['S-4'],['registration_exchange_merger'],registration_exchange_merger,['OGLETHORPE POWER CORP'],OGLETHORPE POWER CORP,['0000788816'],0000788816,[],2025-04-02,2025-04-02,0,10,1
333-286356,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Bitfufu Inc.'],Bitfufu Inc.,['0001921158'],0001921158,['FUFU' 'FUFUW'],2025-06-10,2025-06-10,0,0,1
333-286361,3,3,0,3,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['GCL Global Holdings Ltd'],GCL Global Holdings Ltd,['0002002045'],0002002045,['GCL' 'GCLWW'],2025-04-08,2025-07-08,91,0,3
333-286362,3,3,0,3,False,['424B2' '424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,['EVERSOURCE ENERGY'],EVERSOURCE ENERGY,['0000072741'],0000072741,['ES'],2025-05-30,2025-10-16,139,0,3
333-286362-02,2,2,0,2,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,['PUBLIC SERVICE CO OF NEW HAMPSHIRE'],PUBLIC SERVICE CO OF NEW HAMPSHIRE,['0000315256'],0000315256,[],2025-06-16,2025-06-17,1,0,2
333-286362-03,2,2,0,2,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,['NSTAR ELECTRIC CO'],NSTAR ELECTRIC CO,['0000013372'],0000013372,['NSARO' 'NSARP'],2025-10-15,2025-10-16,1,0,2
333-286364,30,1,0,1,False,['S-4'],['registration_exchange_merger'],registration_exchange_merger,['Smurfit Westrock plc'],Smurfit Westrock plc,"['0000937275' '0001636023' '0001732845' '0001907939' '0001908009'
 '0002005951' '0002060537' '0002060546' '0002060550' '0002060567'
 '0002060630' '0002060635' '0002061186']",0000937275,['SW'],2025-04-03,2025-04-03,0,29,1
333-286370,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['MKDWELL Tech Inc.'],MKDWELL Tech Inc.,['0001991332'],0001991332,['MKDW' 'MKDWW'],2025-04-15,2025-04-15,0,0,1
333-286373,47,5,2,3,True,['424B3' 'S-4' 'S-4/A'],['prospectus_supplement' 'registration_exchange_merger'],mixed,['Aebi Schmidt Holding AG'],Aebi Schmidt Holding AG,['0002048519'],0002048519,['AEBI' 'AEBIV'],2025-04-04,2025-07-03,90,42,5
333-286376,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Eaton Vance Enhanced Equity Income Fund II'],Eaton Vance Enhanced Equity Income Fund II,['0001308335'],0001308335,['EOS'],2025-04-08,2025-04-08,0,0,1
333-286386,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Mobile Infrastructure Corp'],Mobile Infrastructure Corp,['0001847874'],0001847874,['BEEP'],2025-04-10,2025-04-10,0,0,1
333-286394,13,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['SEACOAST BANKING CORP OF FLORIDA'],SEACOAST BANKING CORP OF FLORIDA,['0000730708'],0000730708,['SBCF'],2025-04-04,2025-05-09,35,11,2
333-286398,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['LENZ Therapeutics, Inc.']","LENZ Therapeutics, Inc.",['0001815776'],0001815776,['LENZ'],2025-04-14,2025-04-14,0,0,1
333-286404,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Knightscope, Inc.']","Knightscope, Inc.",['0001600983'],0001600983,['KSCP'],2025-07-18,2025-07-18,0,0,1
333-286406,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Dragonfly Energy Holdings Corp.'],Dragonfly Energy Holdings Corp.,['0001847986'],0001847986,['DFLI' 'DFLIW'],2025-04-10,2025-04-10,0,0,1
333-286411,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['New Providence Acquisition Corp. III/Cayman'],New Providence Acquisition Corp. III/Cayman,['0002048948'],0002048948,['NPAC'],2025-04-24,2025-04-24,0,0,1
333-286413,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Unusual Machines, Inc.']","Unusual Machines, Inc.",['0001956955'],0001956955,['UMAC'],2025-05-05,2025-09-02,120,0,5
333-286428,18,3,1,2,True,['424B3' 'S-4' 'S-4/A'],['prospectus_supplement' 'registration_exchange_merger'],mixed,"['Rocket Companies, Inc.']","Rocket Companies, Inc.",['0001805284'],0001805284,['RKT'],2025-04-07,2025-05-05,28,15,3
333-286435,2,2,0,2,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,"['HOST HOTELS & RESORTS, INC.']","HOST HOTELS & RESORTS, INC.",['0001070750'],0001070750,['HST'],2025-04-08,2025-04-08,0,0,2
333-286482,1,1,0,1,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['NXG Cushing Midstream Energy Fund'],NXG Cushing Midstream Energy Fund,['0001400897'],0001400897,['SRV' 'SRV-RW'],2025-11-17,2025-11-17,0,0,1
333-286484,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['Eagle Point Credit Co Inc.'],Eagle Point Credit Co Inc.,['0001604174'],0001604174,['ECC' 'ECC-PD' 'ECCC' 'ECCF' 'ECCU' 'ECCV' 'ECCW' 'ECCX'],2025-04-11,2025-04-18,7,0,2
333-286487,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['UMB FINANCIAL CORP'],UMB FINANCIAL CORP,['0000101382'],0000101382,['UMBF' 'UMBFP'],2025-05-29,2025-05-29,0,0,1
333-286489,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['INTELLIGENT BIO SOLUTIONS INC.'],INTELLIGENT BIO SOLUTIONS INC.,['0001725430'],0001725430,['INBS'],2025-09-18,2025-09-18,0,0,1
333-286490,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Borr Drilling Ltd'],Borr Drilling Ltd,['0001715497'],0001715497,['BORR'],2025-07-02,2025-12-10,161,0,4
333-286493,16,3,1,2,True,['424B3' 'S-4' 'S-4/A'],['prospectus_supplement' 'registration_exchange_merger'],mixed,"['Apollo Global Management, Inc.']","Apollo Global Management, Inc.",['0001858681'],0001858681,['APO' 'APO-PA' 'APOS'],2025-04-11,2025-05-14,33,13,3
333-286496,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['BiomX Inc.'],BiomX Inc.,['0001739174'],0001739174,['PHGE'],2025-04-24,2025-04-24,0,0,1
333-286498,10,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['NEXPOINT DIVERSIFIED REAL ESTATE TRUST'],NEXPOINT DIVERSIFIED REAL ESTATE TRUST,['0001356115'],0001356115,['NXDT' 'NXDT-PA'],2025-04-11,2025-04-23,12,8,2
333-286501,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Generation Essentials Group'],Generation Essentials Group,['0002053456'],0002053456,['TGE'],2025-05-09,2025-05-09,0,0,2
333-286507,93,8,7,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['BLACKBOXSTOCKS INC.'],BLACKBOXSTOCKS INC.,['0001567900'],0001567900,['BLBX'],2025-04-14,2025-12-30,260,85,8
333-286525,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['PIMCO HIGH INCOME FUND'],PIMCO HIGH INCOME FUND,['0001219360'],0001219360,['PHK'],2025-04-15,2025-04-15,0,0,1
333-286547,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Dermata Therapeutics, Inc.']","Dermata Therapeutics, Inc.",['0001853816'],0001853816,['DRMA' 'DRMAW'],2025-04-23,2025-04-23,0,0,1
333-286548,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['CAL-MAINE FOODS INC'],CAL-MAINE FOODS INC,['0000016160'],0000016160,['CALM'],2025-04-15,2025-04-17,2,0,2
333-286550,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Jaguar Health, Inc.']","Jaguar Health, Inc.",['0001585608'],0001585608,['JAGX'],2025-05-07,2025-05-07,0,0,1
